Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time
3CWVLR6A2A,failure,business,345866.56,345866.56,600,,2023-09-28 20:49:03.627581,no,2023-09-28 20:49:03
2WWJS8OJY0,success,,513388.64,513388.64,0,Transaction Approved,2023-09-28 16:41:03.627595,no,2023-09-28 16:41:03
EBOX5I0J0Y,failure,business,162414.94,-69583.51,400,,2023-09-29 00:16:03.627610,yes,2023-09-29 00:16:03
3OV9VZ0FY9,failure,business,286083.31,286083.31,400,,2023-09-28 19:28:03.627626,no,2023-09-28 19:28:03
PT1JQCSW0Y,success,,5585.18,-4020.41,0,Transaction Approved,2023-09-29 04:11:03.627640,yes,2023-09-29 04:11:03
SEKWTH86HJ,success,,422868.31,-96839.83,0,Transaction Approved,2023-09-29 06:59:03.627655,yes,2023-09-29 06:59:03
JE470UP05C,failure,technical,335837.16,335837.16,300,,2023-09-28 19:11:03.627671,no,2023-09-28 19:11:03
1DEYWXXMKY,failure,business,262160.24,-185416.06,600,,2023-09-29 11:33:03.627687,yes,2023-09-29 11:33:03
7G0DMJ6751,success,,122585.34,122585.34,0,Transaction Approved,2023-09-28 21:43:03.627702,no,2023-09-28 21:43:03
F99CVKJ7Q4,failure,technical,632442.8,632442.8,300,,2023-09-29 02:48:03.627717,no,2023-09-29 02:48:03
CPRYB93X5F,failure,technical,449115.9,449115.9,200,,2023-09-29 05:13:03.627732,no,2023-09-29 05:13:03
53M8CHPQZ5,failure,business,118647.75,118647.75,500,,2023-09-29 00:41:03.627748,no,2023-09-29 00:41:03
FQZJZM50J4,success,,729745.36,729745.36,00,Transaction Approved,2023-09-29 02:50:03.627763,no,2023-09-29 02:50:03
OR315ZG8KJ,success,,852276.52,-298262.21,000,Transaction Approved,2023-09-29 08:57:03.627777,yes,2023-09-29 08:57:03
PYFGD4XG8G,failure,business,525535.9,-271017.84,500,,2023-09-29 05:37:03.627793,yes,2023-09-29 05:37:03
F2HTESVIHL,success,,824380.08,824380.08,00,Transaction Approved,2023-09-29 10:29:03.627808,no,2023-09-29 10:29:03
DPHH2PR8RM,success,,386329.77,386329.77,0,Transaction Approved,2023-09-29 06:20:03.627822,no,2023-09-29 06:20:03
IBH06BFJS5,failure,technical,880925.59,-776694.73,100,,2023-09-29 00:15:03.627837,yes,2023-09-29 00:15:03
SO4DXLA404,success,,977997.73,977997.73,0,Transaction Approved,2023-09-28 17:32:03.627852,no,2023-09-28 17:32:03
5FR31E6EZ1,success,,100993.67,100993.67,000,Transaction Approved,2023-09-29 01:24:03.627867,no,2023-09-29 01:24:03
G152HSGMV7,failure,business,642002.55,642002.55,500,,2023-09-28 18:18:03.627882,no,2023-09-28 18:18:03
LSIY66LGP6,success,,640533.56,-560681.89,0,Transaction Approved,2023-09-28 15:28:03.627897,yes,2023-09-28 15:28:03
U2U1F2GNL4,success,,377760.1,377760.1,0,Transaction Approved,2023-09-29 12:21:03.627919,no,2023-09-29 12:21:03
GFHR012Y4K,failure,technical,210062.59,210062.59,300,,2023-09-29 07:59:03.627935,no,2023-09-29 07:59:03
6EQLHUIZN9,failure,business,308683.65,308683.65,500,,2023-09-29 03:15:03.627950,no,2023-09-29 03:15:03
HT4MAPDKHM,success,,153212.62,153212.62,0,Transaction Approved,2023-09-29 00:19:03.627971,no,2023-09-29 00:19:03
5946FSOGYQ,failure,technical,900370.93,900370.93,200,,2023-09-28 20:35:03.627988,no,2023-09-28 20:35:03
0V67GQUZ8O,failure,business,693005.25,693005.25,600,,2023-09-28 14:36:03.628003,no,2023-09-28 14:36:03
T5SWT4JW91,success,,838501.33,-497136.88,000,Transaction Approved,2023-09-28 13:02:03.628017,yes,2023-09-28 13:02:03
IZAA7Y3Q2S,failure,business,234434.29,-103799.68,400,,2023-09-29 03:26:03.628033,yes,2023-09-29 03:26:03
9AAD0YNMF7,success,,185807.42,-157563.07,0,Transaction Approved,2023-09-28 23:17:03.628048,yes,2023-09-28 23:17:03
HHUMHO8IW8,success,,869308.54,869308.54,000,Transaction Approved,2023-09-29 12:19:03.628063,no,2023-09-29 12:19:03
1RZWQJZMY5,failure,technical,931888.82,-622834.7,300,,2023-09-29 08:46:03.628078,yes,2023-09-29 08:46:03
Q5BX1IWZK5,success,,89012.51,-15360.45,00,Transaction Approved,2023-09-28 20:32:03.628093,yes,2023-09-28 20:32:03
3NFJQPV6XJ,success,,351249.47,-290364.37,0,Transaction Approved,2023-09-28 16:09:03.628108,yes,2023-09-28 16:09:03
0101JPEONL,success,,329316.54,-261435.75,000,Transaction Approved,2023-09-29 08:18:03.628124,yes,2023-09-29 08:18:03
GT79KDLF2W,failure,business,174987.62,-30079.94,600,,2023-09-28 15:15:03.628140,yes,2023-09-28 15:15:03
DPCDUYO754,failure,technical,134291.39,134291.39,100,,2023-09-29 12:07:03.628155,no,2023-09-29 12:07:03
HE1H1CW1ZR,failure,business,265401.57,265401.57,400,,2023-09-28 13:23:03.628171,no,2023-09-28 13:23:03
9R2XSF1Z9X,failure,business,434702.65,-334839.11,600,,2023-09-29 05:15:03.628186,yes,2023-09-29 05:15:03
3ORA7LDK4Q,failure,business,512813.82,512813.82,400,,2023-09-29 12:16:03.628203,no,2023-09-29 12:16:03
MW9YSRLEE0,success,,438373.78,-86402.11,000,Transaction Approved,2023-09-29 06:38:03.628217,yes,2023-09-29 06:38:03
VNA8S8IJNH,success,,399953.89,-289523.54,00,Transaction Approved,2023-09-29 03:36:03.628232,yes,2023-09-29 03:36:03
ATG4QZ2BPO,success,,645382.39,645382.39,00,Transaction Approved,2023-09-29 07:40:03.628249,no,2023-09-29 07:40:03
S06F244T58,failure,technical,300555.19,300555.19,300,,2023-09-29 04:13:03.628265,no,2023-09-29 04:13:03
SSVE1XVGJN,failure,business,238752.42,238752.42,600,,2023-09-28 19:57:03.628280,no,2023-09-28 19:57:03
3Q873EHI0D,failure,business,753874.16,753874.16,500,,2023-09-29 06:35:03.628295,no,2023-09-29 06:35:03
JEZ7SYTDTB,failure,technical,293673.53,293673.53,300,,2023-09-29 11:44:03.628312,no,2023-09-29 11:44:03
LDPEQB3BWZ,failure,technical,331259.78,331259.78,200,,2023-09-29 12:19:03.628331,no,2023-09-29 12:19:03
QBR7LEIO0A,failure,business,731197.84,-152258.15,400,,2023-09-29 03:30:03.628346,yes,2023-09-29 03:30:03
KS4MM20GWL,failure,technical,753269.79,-554506.35,100,,2023-09-29 06:26:03.628363,yes,2023-09-29 06:26:03
XPINTMI13A,success,,944384.2,-523384.45,0,Transaction Approved,2023-09-29 05:32:03.628379,yes,2023-09-29 05:32:03
I28SI5UR2Y,success,,356095.89,356095.89,000,Transaction Approved,2023-09-29 12:11:03.628396,no,2023-09-29 12:11:03
9XN7YEG52O,failure,technical,418371.75,418371.75,200,,2023-09-28 14:41:03.628411,no,2023-09-28 14:41:03
KB3EWQPO63,failure,technical,738685.31,738685.31,300,,2023-09-28 20:44:03.628429,no,2023-09-28 20:44:03
88NM9XWVXK,success,,6689.09,6689.09,00,Transaction Approved,2023-09-29 06:31:03.628443,no,2023-09-29 06:31:03
Z4CUP5BHZL,failure,technical,969914.21,-197058.02,100,,2023-09-29 04:42:03.628458,yes,2023-09-29 04:42:03
TO64487XMX,failure,business,304933.5,-227863.98,400,,2023-09-29 04:36:03.628475,yes,2023-09-29 04:36:03
7KBJOP8U2D,success,,126881.42,126881.42,0,Transaction Approved,2023-09-28 15:16:03.628490,no,2023-09-28 15:16:03
HNYW0LQSWO,success,,242983.71,242983.71,00,Transaction Approved,2023-09-28 15:31:03.628504,no,2023-09-28 15:31:03
VYCG82J9ZK,failure,business,904874.05,904874.05,500,,2023-09-28 23:37:03.628520,no,2023-09-28 23:37:03
KU8S6XG3TJ,success,,756099.19,-584624.33,000,Transaction Approved,2023-09-29 04:48:03.628534,yes,2023-09-29 04:48:03
5H3XEL49I4,success,,639830.12,-471315.88,000,Transaction Approved,2023-09-29 07:30:03.628549,yes,2023-09-29 07:30:03
NDP1TQQ1IF,success,,82033.97,-50671.18,000,Transaction Approved,2023-09-29 01:19:03.628565,yes,2023-09-29 01:19:03
J1UQBMQNTB,success,,257969.03,257969.03,00,Transaction Approved,2023-09-28 13:17:03.628580,no,2023-09-28 13:17:03
9BCTUCW04S,success,,532871.45,532871.45,00,Transaction Approved,2023-09-29 01:00:03.628594,no,2023-09-29 01:00:03
C8AKN4ASRA,failure,business,472920.32,-91387.31,400,,2023-09-29 03:24:03.628609,yes,2023-09-29 03:24:03
KR8O2AZM1V,failure,business,104698.58,104698.58,500,,2023-09-28 12:31:03.628626,no,2023-09-28 12:31:03
WWPELRSFYY,failure,technical,294764.34,294764.34,100,,2023-09-28 18:33:03.628641,no,2023-09-28 18:33:03
TLOEYC9OQN,success,,589158.75,589158.75,00,Transaction Approved,2023-09-28 16:32:03.628655,no,2023-09-28 16:32:03
SCY0GHHF86,success,,278672.47,-239085.55,0,Transaction Approved,2023-09-28 17:23:03.628670,yes,2023-09-28 17:23:03
DWNHNKBUU1,success,,730412.07,-82932.58,0,Transaction Approved,2023-09-28 21:03:03.628684,yes,2023-09-28 21:03:03
ZBW4G0ULXP,success,,548652.79,-203030.3,00,Transaction Approved,2023-09-28 15:05:03.628700,yes,2023-09-28 15:05:03
TI0B2MA8GE,failure,technical,692412.49,692412.49,300,,2023-09-29 04:09:03.628715,no,2023-09-29 04:09:03
66SLIOZ0IW,failure,business,321214.36,321214.36,500,,2023-09-29 07:50:03.628731,no,2023-09-29 07:50:03
FXAPGGN5F5,failure,business,20599.56,-16423.95,400,,2023-09-29 00:35:03.628746,yes,2023-09-29 00:35:03
0BQ89LFP4X,success,,932024.3,-166155.23,000,Transaction Approved,2023-09-29 05:01:03.628761,yes,2023-09-29 05:01:03
2YSKK86Z1J,success,,287330.99,287330.99,000,Transaction Approved,2023-09-28 15:14:03.628777,no,2023-09-28 15:14:03
X0FVMQUQVQ,success,,989649.77,989649.77,0,Transaction Approved,2023-09-28 16:01:03.628791,no,2023-09-28 16:01:03
XSST203CJT,failure,business,249497.01,249497.01,400,,2023-09-29 02:48:03.628806,no,2023-09-29 02:48:03
TV2XSV6T6P,success,,81074.65,-33684.52,000,Transaction Approved,2023-09-29 02:37:03.628820,yes,2023-09-29 02:37:03
OUYIOSM9PO,failure,business,953266.31,-535850.77,600,,2023-09-28 17:20:03.628836,yes,2023-09-28 17:20:03
ZZB24ZM928,success,,400792.83,400792.83,0,Transaction Approved,2023-09-29 10:12:03.628851,no,2023-09-29 10:12:03
8841FAYRDA,success,,280904.57,-227538.23,000,Transaction Approved,2023-09-29 08:01:03.628865,yes,2023-09-29 08:01:03
WAVL3TQ2VL,failure,business,912560.5,912560.5,400,,2023-09-29 06:38:03.628881,no,2023-09-29 06:38:03
IX1KQB39JZ,success,,103836.16,-86207.25,00,Transaction Approved,2023-09-28 22:55:03.628896,yes,2023-09-28 22:55:03
MX3F5W4XPQ,success,,635609.94,-311144.6,0,Transaction Approved,2023-09-29 04:19:03.628911,yes,2023-09-29 04:19:03
WJRY5ACB35,failure,business,843353.03,-524067.56,500,,2023-09-29 11:57:03.628930,yes,2023-09-29 11:57:03
VYSV9TE1NO,success,,239746.41,-149226.28,00,Transaction Approved,2023-09-29 10:43:03.628947,yes,2023-09-29 10:43:03
MW0DUHPFBB,success,,868417.44,868417.44,0,Transaction Approved,2023-09-29 10:08:03.628961,no,2023-09-29 10:08:03
072KCF3EIG,success,,234389.47,-46106.07,0,Transaction Approved,2023-09-28 22:22:03.628982,yes,2023-09-28 22:22:03
YM8EI98QUW,failure,business,531136.14,-67687.33,600,,2023-09-28 17:37:03.628999,yes,2023-09-28 17:37:03
1WZLV5JJLR,success,,246364.04,-112184.84,000,Transaction Approved,2023-09-28 15:30:03.629014,yes,2023-09-28 15:30:03
F2F2B0BND9,failure,technical,859589.51,859589.51,100,,2023-09-28 15:12:03.629030,no,2023-09-28 15:12:03
CYTCVCT7P7,success,,624946.28,624946.28,000,Transaction Approved,2023-09-28 21:14:03.629044,no,2023-09-28 21:14:03
L4RG2TULVO,success,,938402.61,-257828.16,000,Transaction Approved,2023-09-29 02:14:03.629058,yes,2023-09-29 02:14:03
R61T8YSM0U,failure,business,440513.06,-58769.19,400,,2023-09-29 00:47:03.629074,yes,2023-09-29 00:47:03
O1LF9KSSJ0,failure,business,303104.57,-140960.67,400,,2023-09-28 17:36:03.629090,yes,2023-09-28 17:36:03
WQV224KCS9,success,,511414.68,-378555.09,0,Transaction Approved,2023-09-29 10:25:03.629105,yes,2023-09-29 10:25:03
SVQRTT3BNZ,failure,business,564783.47,-154859.68,400,,2023-09-28 23:35:03.629121,yes,2023-09-28 23:35:03
64E4BREAZA,failure,technical,609084.27,-108618.42,200,,2023-09-29 11:05:03.629137,yes,2023-09-29 11:05:03
C11TWACAWF,failure,technical,431530.62,431530.62,100,,2023-09-29 07:55:03.629153,no,2023-09-29 07:55:03
9NYTETXWDV,success,,681250.31,681250.31,0,Transaction Approved,2023-09-29 12:17:03.629169,no,2023-09-29 12:17:03
6WJ2AW80ZS,success,,800842.29,800842.29,00,Transaction Approved,2023-09-28 17:27:03.629182,no,2023-09-28 17:27:03
4URTGR29VQ,success,,632829.74,632829.74,00,Transaction Approved,2023-09-29 04:31:03.629196,no,2023-09-29 04:31:03
10TWQ9KKWJ,failure,technical,82912.11,-57888.55,200,,2023-09-28 19:19:03.629211,yes,2023-09-28 19:19:03
VOJMS9D60T,success,,942735.0,942735.0,000,Transaction Approved,2023-09-29 09:43:03.629226,no,2023-09-29 09:43:03
T1804XAI4B,success,,735468.78,735468.78,0,Transaction Approved,2023-09-28 21:17:03.629240,no,2023-09-28 21:17:03
O4RL52154U,success,,46261.97,-26193.36,00,Transaction Approved,2023-09-28 22:55:03.629255,yes,2023-09-28 22:55:03
NMHURLLGAL,failure,business,535957.77,-342535.32,600,,2023-09-28 23:00:03.629271,yes,2023-09-28 23:00:03
FPO83DYQ62,failure,technical,977074.82,977074.82,100,,2023-09-29 11:20:03.629287,no,2023-09-29 11:20:03
V40FFX1ETH,success,,352841.64,352841.64,00,Transaction Approved,2023-09-29 12:16:03.629301,no,2023-09-29 12:16:03
N5EW77AN28,failure,technical,51808.63,-30938.82,100,,2023-09-29 12:17:03.629320,yes,2023-09-29 12:17:03
W8QX0VN6AQ,failure,technical,14106.34,14106.34,300,,2023-09-29 12:05:03.629337,no,2023-09-29 12:05:03
RUIKXV417F,success,,413008.91,413008.91,00,Transaction Approved,2023-09-28 20:49:03.629352,no,2023-09-28 20:49:03
HT28S3YX0I,success,,883277.3,-449307.03,0,Transaction Approved,2023-09-29 11:03:03.629367,yes,2023-09-29 11:03:03
Q5Q70OZMM8,failure,technical,766994.23,766994.23,200,,2023-09-29 02:33:03.629383,no,2023-09-29 02:33:03
YTF9OWQV2M,failure,technical,839223.18,839223.18,100,,2023-09-29 03:49:03.629398,no,2023-09-29 03:49:03
U4KXJZ3H6D,success,,755517.49,755517.49,0,Transaction Approved,2023-09-29 10:47:03.629412,no,2023-09-29 10:47:03
AOA2DXQQ6I,success,,89296.0,89296.0,00,Transaction Approved,2023-09-29 10:28:03.629427,no,2023-09-29 10:28:03
SOXGAQKSWP,success,,914471.04,-546824.68,00,Transaction Approved,2023-09-29 08:11:03.629443,yes,2023-09-29 08:11:03
FSO4TPMOFS,failure,technical,557430.12,-226686.75,100,,2023-09-29 05:04:03.629460,yes,2023-09-29 05:04:03
LZLTNL3YEG,failure,business,173091.03,173091.03,400,,2023-09-29 10:04:03.629476,no,2023-09-29 10:04:03
WWD7HXP2NM,failure,technical,437611.65,437611.65,200,,2023-09-29 07:03:03.629491,no,2023-09-29 07:03:03
6K6UETPVRC,failure,business,588948.03,-111940.31,400,,2023-09-28 23:37:03.629506,yes,2023-09-28 23:37:03
5XP9Y809L0,failure,business,114804.37,-23787.62,400,,2023-09-28 13:57:03.629522,yes,2023-09-28 13:57:03
N8ZEG9AYUS,failure,technical,923921.69,923921.69,100,,2023-09-29 00:11:03.629539,no,2023-09-29 00:11:03
K91QFVT8R1,failure,technical,443469.78,-303275.56,300,,2023-09-28 17:30:03.629554,yes,2023-09-28 17:30:03
4J97J52MC4,failure,technical,267306.32,-108601.36,200,,2023-09-29 07:22:03.629571,yes,2023-09-29 07:22:03
OAGT2UTWY7,failure,business,110768.31,110768.31,400,,2023-09-28 19:21:03.629588,no,2023-09-28 19:21:03
ZJLD5JJLEK,failure,technical,188993.77,188993.77,100,,2023-09-29 05:14:03.629603,no,2023-09-29 05:14:03
9QJPBBXD1Z,failure,technical,400148.45,-46120.77,100,,2023-09-28 13:41:03.629619,yes,2023-09-28 13:41:03
94BOB0T3X8,failure,technical,179675.64,179675.64,100,,2023-09-29 08:39:03.629635,no,2023-09-29 08:39:03
CC18VO08SW,failure,technical,132884.6,132884.6,100,,2023-09-28 13:37:03.629651,no,2023-09-28 13:37:03
OJ7P2C4EUI,failure,business,187376.09,-49941.72,600,,2023-09-28 18:41:03.629666,yes,2023-09-28 18:41:03
Z8TAJOHG3F,success,,196711.14,-121047.1,000,Transaction Approved,2023-09-28 23:41:03.629682,yes,2023-09-28 23:41:03
RTIAZDRHAO,failure,technical,942989.79,942989.79,300,,2023-09-29 04:34:03.629697,no,2023-09-29 04:34:03
PEISEPLRBI,success,,524826.18,-412036.79,0,Transaction Approved,2023-09-28 22:37:03.629711,yes,2023-09-28 22:37:03
R5O9Q5PDKA,success,,264015.43,264015.43,0,Transaction Approved,2023-09-29 08:05:03.629726,no,2023-09-29 08:05:03
A1QLTYG9D6,failure,technical,552625.2,-93273.59,300,,2023-09-29 00:51:03.629741,yes,2023-09-29 00:51:03
X24YSDM97D,failure,technical,53638.59,-14122.77,100,,2023-09-28 23:21:03.629757,yes,2023-09-28 23:21:03
ESJAOF5ETN,success,,696151.07,696151.07,0,Transaction Approved,2023-09-28 18:16:03.629772,no,2023-09-28 18:16:03
PHWXBVQWS0,success,,31103.74,31103.74,0,Transaction Approved,2023-09-28 22:06:03.629787,no,2023-09-28 22:06:03
N5PZVZM8DX,success,,437948.93,-223027.81,000,Transaction Approved,2023-09-29 10:03:03.629801,yes,2023-09-29 10:03:03
Z0ESFSMAMO,failure,business,671864.94,-458809.29,400,,2023-09-28 22:59:03.629817,yes,2023-09-28 22:59:03
FCBFVP5IYG,failure,technical,957440.97,957440.97,100,,2023-09-28 18:31:03.629833,no,2023-09-28 18:31:03
UCWG8GAUSC,success,,206309.48,206309.48,000,Transaction Approved,2023-09-29 04:58:03.629847,no,2023-09-29 04:58:03
S67HHLVXHD,failure,business,427820.95,-336685.88,600,,2023-09-28 15:34:03.629861,yes,2023-09-28 15:34:03
PK31LC8YMD,failure,technical,316363.01,316363.01,300,,2023-09-28 20:10:03.629877,no,2023-09-28 20:10:03
YGGNGZL6RA,failure,business,147105.72,-27035.63,500,,2023-09-29 02:56:03.629892,yes,2023-09-29 02:56:03
NA14S0TAJC,failure,technical,330705.71,330705.71,300,,2023-09-29 05:52:03.629909,no,2023-09-29 05:52:03
MY1N6D2ZW4,failure,business,210036.86,-173559.2,400,,2023-09-28 23:47:03.629924,yes,2023-09-28 23:47:03
WSQZAIW15V,success,,471369.08,471369.08,000,Transaction Approved,2023-09-28 19:29:03.629940,no,2023-09-28 19:29:03
XKFRPLIMLY,success,,745607.54,-193555.56,0,Transaction Approved,2023-09-29 09:59:03.629954,yes,2023-09-29 09:59:03
QP4SKH56O5,success,,169813.18,-57529.55,0,Transaction Approved,2023-09-29 08:49:03.629977,yes,2023-09-29 08:49:03
XJP1BJ5SES,success,,120713.87,-82895.82,00,Transaction Approved,2023-09-28 18:58:03.629993,yes,2023-09-28 18:58:03
498OLBE3XJ,success,,97655.33,97655.33,000,Transaction Approved,2023-09-29 11:33:03.630007,no,2023-09-29 11:33:03
TLK17BD2SV,success,,132478.47,-15303.85,00,Transaction Approved,2023-09-29 01:55:03.630022,yes,2023-09-29 01:55:03
JKORJ8740B,success,,521642.23,-181947.73,000,Transaction Approved,2023-09-28 14:44:03.630037,yes,2023-09-28 14:44:03
4C4T0HR71B,success,,962838.46,-670020.34,00,Transaction Approved,2023-09-28 23:00:03.630052,yes,2023-09-28 23:00:03
SZWEG0SWPM,failure,technical,256379.9,256379.9,200,,2023-09-29 08:20:03.630068,no,2023-09-29 08:20:03
I8U4HSXL5B,success,,103348.29,103348.29,00,Transaction Approved,2023-09-29 12:12:03.630082,no,2023-09-29 12:12:03
218COIPG5T,success,,106690.36,106690.36,0,Transaction Approved,2023-09-28 21:32:03.630095,no,2023-09-28 21:32:03
XTPIBFLSBL,success,,192067.28,192067.28,000,Transaction Approved,2023-09-28 13:44:03.630110,no,2023-09-28 13:44:03
XAESLQXRLI,failure,business,530138.34,530138.34,400,,2023-09-29 04:47:03.630125,no,2023-09-29 04:47:03
57EDSY4BYP,failure,business,163054.61,163054.61,500,,2023-09-29 01:19:03.630140,no,2023-09-29 01:19:03
JL4U4SVIQ5,failure,technical,815330.23,815330.23,100,,2023-09-29 05:26:03.630155,no,2023-09-29 05:26:03
2PTDMEACTV,success,,391345.65,391345.65,00,Transaction Approved,2023-09-29 02:38:03.630172,no,2023-09-29 02:38:03
U7UQFKOE1D,failure,technical,801184.79,801184.79,300,,2023-09-29 11:56:03.630188,no,2023-09-29 11:56:03
OJI1BJD6E5,failure,technical,672991.08,-584625.33,100,,2023-09-28 15:02:03.630202,yes,2023-09-28 15:02:03
5O8Q5ENI79,success,,167616.99,-81843.91,00,Transaction Approved,2023-09-29 09:29:03.630219,yes,2023-09-29 09:29:03
LPUQE78JW0,failure,business,764248.49,764248.49,500,,2023-09-29 03:42:03.630236,no,2023-09-29 03:42:03
YSE4EMWCJL,failure,business,62967.33,-9357.63,500,,2023-09-28 20:19:03.630252,yes,2023-09-28 20:19:03
ZL28Z530AT,failure,technical,984518.34,-431555.09,200,,2023-09-29 09:57:03.630269,yes,2023-09-29 09:57:03
7WK9UOFO9H,success,,767286.98,767286.98,00,Transaction Approved,2023-09-28 19:37:03.630285,no,2023-09-28 19:37:03
MLATNPD4BO,failure,technical,308395.36,-67573.84,100,,2023-09-28 13:14:03.630299,yes,2023-09-28 13:14:03
DEIRJ4FL6Q,success,,823283.76,-184632.47,000,Transaction Approved,2023-09-28 12:57:03.630322,yes,2023-09-28 12:57:03
TTPIX1P1OD,failure,technical,323764.37,-125596.53,100,,2023-09-28 17:31:03.630340,yes,2023-09-28 17:31:03
NPKNX5F3L6,failure,technical,700851.74,-258687.78,200,,2023-09-29 03:53:03.630356,yes,2023-09-29 03:53:03
GD2S8HCPHG,failure,technical,502204.44,502204.44,300,,2023-09-28 14:09:03.630372,no,2023-09-28 14:09:03
VXCDX6HSG2,failure,business,753620.03,753620.03,500,,2023-09-29 05:10:03.630387,no,2023-09-29 05:10:03
N5LO1CIXA8,success,,986065.11,-359208.98,0,Transaction Approved,2023-09-28 18:48:03.630402,yes,2023-09-28 18:48:03
HDSC8XL848,failure,technical,428204.98,-179903.8,200,,2023-09-28 21:35:03.630418,yes,2023-09-28 21:35:03
S4FJKNN5KL,success,,265131.11,265131.11,00,Transaction Approved,2023-09-29 02:24:03.630433,no,2023-09-29 02:24:03
9WHZFKCZ31,success,,806990.58,-201571.25,00,Transaction Approved,2023-09-29 06:38:03.630447,yes,2023-09-29 06:38:03
CG6ZRDF5D4,success,,549163.67,549163.67,00,Transaction Approved,2023-09-29 10:11:03.630462,no,2023-09-29 10:11:03
OOBF04T5FP,failure,technical,995924.82,-450404.51,100,,2023-09-28 15:25:03.630476,yes,2023-09-28 15:25:03
LZZQ60SXG9,failure,technical,976412.3,-339264.91,300,,2023-09-28 14:47:03.630494,yes,2023-09-28 14:47:03
K1H496J1JM,failure,business,518873.06,518873.06,400,,2023-09-29 08:05:03.630511,no,2023-09-29 08:05:03
G7JWERJ5M1,success,,688916.61,-564551.87,00,Transaction Approved,2023-09-29 06:07:03.630525,yes,2023-09-29 06:07:03
J2IAQP9E1P,success,,74706.35,74706.35,000,Transaction Approved,2023-09-29 08:22:03.630540,no,2023-09-29 08:22:03
S96VEIBIC5,success,,885609.42,885609.42,0,Transaction Approved,2023-09-28 15:57:03.630555,no,2023-09-28 15:57:03
CKR0E6WB9U,failure,technical,447194.28,-352204.3,200,,2023-09-28 21:35:03.630571,yes,2023-09-28 21:35:03
XU1638AOYY,success,,840623.81,-351773.13,00,Transaction Approved,2023-09-28 21:27:03.630587,yes,2023-09-28 21:27:03
WSMJY3ZLI4,success,,878024.09,-208414.34,0,Transaction Approved,2023-09-28 19:26:03.630602,yes,2023-09-28 19:26:03
ARFXF2QNA7,failure,technical,694185.35,-94004.82,300,,2023-09-29 11:16:03.630619,yes,2023-09-29 11:16:03
Z18NY1D5BQ,failure,technical,376778.47,376778.47,200,,2023-09-28 17:56:03.630635,no,2023-09-28 17:56:03
CWVUWKI1AB,failure,business,938424.97,-716593.47,500,,2023-09-29 03:57:03.630650,yes,2023-09-29 03:57:03
WD3X18FHLQ,failure,business,283080.6,283080.6,400,,2023-09-29 02:00:03.630666,no,2023-09-29 02:00:03
1BX2IQD8RT,success,,538385.17,-474109.33,0,Transaction Approved,2023-09-28 13:23:03.630680,yes,2023-09-28 13:23:03
3B57LZX6YS,success,,197868.8,197868.8,0,Transaction Approved,2023-09-29 07:41:03.630695,no,2023-09-29 07:41:03
2JEC399RMN,failure,business,844335.08,-315369.94,400,,2023-09-28 20:32:03.630710,yes,2023-09-28 20:32:03
WZ3DET008O,failure,technical,349593.59,349593.59,100,,2023-09-28 15:36:03.630726,no,2023-09-28 15:36:03
5J7C6UI5B9,failure,business,537520.39,-73004.87,600,,2023-09-29 09:35:03.630742,yes,2023-09-29 09:35:03
T9XAM1TIJC,failure,technical,167598.84,-91455.4,100,,2023-09-28 23:34:03.630759,yes,2023-09-28 23:34:03
ZT4K3W974H,success,,464191.36,464191.36,0,Transaction Approved,2023-09-29 09:01:03.630774,no,2023-09-29 09:01:03
AA65ZOS29U,failure,technical,304212.6,304212.6,200,,2023-09-28 22:54:03.630789,no,2023-09-28 22:54:03
MYXJ16O4YE,success,,91605.39,-15097.01,000,Transaction Approved,2023-09-28 22:58:03.630804,yes,2023-09-28 22:58:03
IUESTHV3S8,success,,205342.92,205342.92,0,Transaction Approved,2023-09-28 14:30:03.630820,no,2023-09-28 14:30:03
3NRZXUK3JM,success,,947928.29,947928.29,00,Transaction Approved,2023-09-28 20:20:03.630834,no,2023-09-28 20:20:03
VJKU4SIWBT,success,,104573.63,104573.63,000,Transaction Approved,2023-09-29 05:50:03.630848,no,2023-09-29 05:50:03
6K4WB1KR8M,failure,technical,99084.02,-46257.95,100,,2023-09-28 13:57:03.630862,yes,2023-09-28 13:57:03
FHU9U6YLUU,success,,836364.86,836364.86,000,Transaction Approved,2023-09-28 22:00:03.630877,no,2023-09-28 22:00:03
YSQKVNT7OD,success,,615939.45,-415975.67,0,Transaction Approved,2023-09-29 08:05:03.630891,yes,2023-09-29 08:05:03
JXEOAGX589,failure,technical,282239.94,-238499.11,300,,2023-09-28 20:05:03.630907,yes,2023-09-28 20:05:03
I8T1N6EENS,success,,8909.08,-962.53,00,Transaction Approved,2023-09-29 08:38:03.630922,yes,2023-09-29 08:38:03
4A04PLBA8I,success,,312584.9,-185132.33,000,Transaction Approved,2023-09-28 18:07:03.630939,yes,2023-09-28 18:07:03
IPZSVM2J41,success,,54689.99,-44461.88,0,Transaction Approved,2023-09-29 09:52:03.630955,yes,2023-09-29 09:52:03
OWFAYQSBF8,failure,business,833880.5,833880.5,500,,2023-09-28 15:37:03.630978,no,2023-09-28 15:37:03
RQJISN5GVI,failure,technical,603077.97,603077.97,100,,2023-09-29 04:41:03.630994,no,2023-09-29 04:41:03
