Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time,Day of the Week
VWMGXBWLCD,failure,business,835664.05,835664.05,400,,2023-09-16 11:05:00,no,2023-09-16 11:05:00,Saturday
8MZE2Q0510,failure,business,163484.2,163484.2,600,,2023-09-16 17:05:00,no,2023-09-16 17:05:00,Saturday
R7Z82LYON7,success,,378193.58,378193.58,0,Transaction Approved,2023-09-16 22:25:00,no,2023-09-16 22:25:00,Saturday
HEAEQHSV9H,success,,377809.06,377809.06,00,Transaction Approved,2023-09-16 07:36:00,no,2023-09-16 07:36:00,Saturday
HA3B77WJZI,success,,376960.66,-280703.26,0,Transaction Approved,2023-09-16 15:51:00,yes,2023-09-16 15:51:00,Saturday
IBF5P198F3,failure,business,164837.33,164837.33,600,,2023-09-16 00:09:00,no,2023-09-16 00:09:00,Saturday
SGJTPEHG1X,failure,business,604286.23,-166308.83,400,,2023-09-16 20:10:00,yes,2023-09-16 20:10:00,Saturday
3UW7H44CX9,success,,238297.34,238297.34,00,Transaction Approved,2023-09-16 14:17:00,no,2023-09-16 14:17:00,Saturday
CP3YM1R835,failure,technical,136821.63,136821.63,100,,2023-09-16 08:20:00,no,2023-09-16 08:20:00,Saturday
6R6QTAZPUP,success,,990451.3,-760867.33,000,Transaction Approved,2023-09-16 07:16:00,yes,2023-09-16 07:16:00,Saturday
WGZUGCT3DJ,failure,technical,130846.42,130846.42,200,,2023-09-16 06:18:00,no,2023-09-16 06:18:00,Saturday
M3RD3YOJ1L,failure,technical,177951.45,-26392.86,100,,2023-09-16 19:24:00,yes,2023-09-16 19:24:00,Saturday
ANOP7YPM6V,failure,technical,337106.95,-159774.75,300,,2023-09-16 19:30:00,yes,2023-09-16 19:30:00,Saturday
08PZRM5PUT,failure,technical,47458.25,47458.25,200,,2023-09-16 15:33:00,no,2023-09-16 15:33:00,Saturday
O89PQ8RRN0,success,,498206.27,-163831.77,00,Transaction Approved,2023-09-16 22:12:00,yes,2023-09-16 22:12:00,Saturday
6B24BWQWG5,success,,20953.96,20953.96,0,Transaction Approved,2023-09-16 05:39:00,no,2023-09-16 05:39:00,Saturday
TXERBOBCF5,success,,128188.42,128188.42,00,Transaction Approved,2023-09-16 21:26:00,no,2023-09-16 21:26:00,Saturday
K35U17Y90K,failure,business,428355.83,-296034.26,600,,2023-09-16 13:05:00,yes,2023-09-16 13:05:00,Saturday
ABE09DT27J,success,,703241.96,703241.96,0,Transaction Approved,2023-09-16 12:41:00,no,2023-09-16 12:41:00,Saturday
4E20V9GMAK,failure,technical,738914.03,738914.03,200,,2023-09-16 03:55:00,no,2023-09-16 03:55:00,Saturday
MBJ01C0WAZ,success,,831582.71,831582.71,0,Transaction Approved,2023-09-17 02:11:00,no,2023-09-17 02:11:00,Sunday
3KB59A2PPE,success,,440442.32,-95761.05,000,Transaction Approved,2023-09-17 05:12:00,yes,2023-09-17 05:12:00,Sunday
S8TL4FCTSQ,success,,119472.54,119472.54,0,Transaction Approved,2023-09-17 12:30:00,no,2023-09-17 12:30:00,Sunday
DMDUC1BBRO,failure,technical,488423.33,488423.33,200,,2023-09-17 13:47:00,no,2023-09-17 13:47:00,Sunday
ZKSLXI9LP9,success,,488612.2,488612.2,0,Transaction Approved,2023-09-17 20:24:00,no,2023-09-17 20:24:00,Sunday
EN2L9QF2QT,success,,381467.62,-339770.68,0,Transaction Approved,2023-09-17 15:25:00,yes,2023-09-17 15:25:00,Sunday
9G8Z7FU3BW,success,,58301.73,-8150.86,000,Transaction Approved,2023-09-17 10:14:00,yes,2023-09-17 10:14:00,Sunday
N5X28CV4SF,success,,722265.85,-270649.05,000,Transaction Approved,2023-09-17 07:48:00,yes,2023-09-17 07:48:00,Sunday
0J7ZMUVI29,success,,119643.34,119643.34,000,Transaction Approved,2023-09-17 16:04:00,no,2023-09-17 16:04:00,Sunday
FMHKL7YY5U,failure,technical,691821.43,-204525.04,300,,2023-09-17 18:56:00,yes,2023-09-17 18:56:00,Sunday
XHHL29GG9P,failure,technical,616712.77,616712.77,100,,2023-09-17 04:35:00,no,2023-09-17 04:35:00,Sunday
08KD8K6BTB,success,,884991.7,884991.7,0,Transaction Approved,2023-09-17 18:23:00,no,2023-09-17 18:23:00,Sunday
AIE9MT2BRG,failure,technical,228147.5,228147.5,300,,2023-09-17 14:25:00,no,2023-09-17 14:25:00,Sunday
OWHUGGCW3O,success,,56459.46,56459.46,0,Transaction Approved,2023-09-17 12:42:00,no,2023-09-17 12:42:00,Sunday
L959M5SQKL,failure,technical,537879.1,537879.1,100,,2023-09-17 05:55:00,no,2023-09-17 05:55:00,Sunday
AI2ZVJLSEO,success,,490459.8,-172568.49,000,Transaction Approved,2023-09-17 00:19:00,yes,2023-09-17 00:19:00,Sunday
6W2PH9G4C6,success,,327137.97,-278235.61,000,Transaction Approved,2023-09-17 23:21:00,yes,2023-09-17 23:21:00,Sunday
3LDZCMT0ME,failure,technical,40894.69,40894.69,100,,2023-09-17 09:43:00,no,2023-09-17 09:43:00,Sunday
B58072BUS6,failure,technical,973668.09,-109402.94,300,,2023-09-17 09:50:00,yes,2023-09-17 09:50:00,Sunday
Y2L1U60VAR,failure,technical,303848.37,-126149.11,200,,2023-09-17 17:36:00,yes,2023-09-17 17:36:00,Sunday
886W2GRJE2,success,,460567.07,460567.07,00,Transaction Approved,2023-09-17 04:52:00,no,2023-09-17 04:52:00,Sunday
JBCE3FSUZO,success,,424128.08,-229965.6,0,Transaction Approved,2023-09-17 20:04:00,yes,2023-09-17 20:04:00,Sunday
C8UL6Z1DFY,failure,technical,560143.71,560143.71,200,,2023-09-17 10:49:00,no,2023-09-17 10:49:00,Sunday
YK5024CR9D,success,,390761.13,390761.13,0,Transaction Approved,2023-09-17 15:25:00,no,2023-09-17 15:25:00,Sunday
8CVL84R827,failure,business,351182.96,351182.96,500,,2023-09-17 14:14:00,no,2023-09-17 14:14:00,Sunday
0UVI18Z4I1,success,,101387.5,101387.5,00,Transaction Approved,2023-09-17 07:15:00,no,2023-09-17 07:15:00,Sunday
II6Z7IUC8H,failure,technical,722669.68,722669.68,100,,2023-09-17 12:48:00,no,2023-09-17 12:48:00,Sunday
PX0WOGTCPJ,failure,technical,881651.11,-203727.45,200,,2023-09-17 08:24:00,yes,2023-09-17 08:24:00,Sunday
JD4INMCEK0,failure,business,672557.07,-163032.85,500,,2023-09-17 03:49:00,yes,2023-09-17 03:49:00,Sunday
WXCIPV56Y1,failure,business,866530.25,866530.25,600,,2023-09-17 03:47:00,no,2023-09-17 03:47:00,Sunday
W0B2E24HPK,failure,technical,470822.69,-268087.28,200,,2023-09-17 11:24:00,yes,2023-09-17 11:24:00,Sunday
G6B2V2ER0N,success,,2503.33,2503.33,000,Transaction Approved,2023-09-17 13:16:00,no,2023-09-17 13:16:00,Sunday
PH2XZHSJRT,failure,technical,933337.35,933337.35,100,,2023-09-17 09:17:00,no,2023-09-17 09:17:00,Sunday
M1EI1HA8QC,success,,722739.03,722739.03,000,Transaction Approved,2023-09-17 01:03:00,no,2023-09-17 01:03:00,Sunday
N8ZBFN3T9E,success,,25647.8,-5194.97,000,Transaction Approved,2023-09-17 16:58:00,yes,2023-09-17 16:58:00,Sunday
CI0PT6GY23,failure,business,274207.42,-197046.86,400,,2023-09-17 20:30:00,yes,2023-09-17 20:30:00,Sunday
VOI1KT5R8L,failure,technical,923555.85,923555.85,300,,2023-09-17 11:38:00,no,2023-09-17 11:38:00,Sunday
IKRDH79LF6,success,,256336.52,256336.52,00,Transaction Approved,2023-09-17 14:12:00,no,2023-09-17 14:12:00,Sunday
LY0HYUF6WX,success,,473930.01,-243035.18,00,Transaction Approved,2023-09-17 20:23:00,yes,2023-09-17 20:23:00,Sunday
N1I1PJA7XU,failure,technical,203699.73,-131136.02,300,,2023-09-17 07:08:00,yes,2023-09-17 07:08:00,Sunday
LRE7BHQAZV,failure,business,339855.49,339855.49,600,,2023-09-17 00:24:00,no,2023-09-17 00:24:00,Sunday
TAJSNNSV1Y,success,,555098.68,-247811.43,000,Transaction Approved,2023-09-17 09:31:00,yes,2023-09-17 09:31:00,Sunday
2OXBN9C6MW,success,,436925.19,-106783.09,0,Transaction Approved,2023-09-17 03:31:00,yes,2023-09-17 03:31:00,Sunday
U2IXNZVDKE,success,,661197.35,-153936.04,000,Transaction Approved,2023-09-17 00:40:00,yes,2023-09-17 00:40:00,Sunday
MP7PPNXVDN,success,,333739.71,-96141.05,000,Transaction Approved,2023-09-17 06:35:00,yes,2023-09-17 06:35:00,Sunday
5809VNHIE4,failure,business,813287.94,813287.94,500,,2023-09-17 20:14:00,no,2023-09-17 20:14:00,Sunday
YQFIX08HAE,success,,559549.5,-84932.2,0,Transaction Approved,2023-09-17 03:07:00,yes,2023-09-17 03:07:00,Sunday
PPDXRIEDK1,failure,business,833215.65,833215.65,400,,2023-09-17 23:22:00,no,2023-09-17 23:22:00,Sunday
MCIMYTAGE6,success,,397366.24,-212949.19,000,Transaction Approved,2023-09-17 18:44:00,yes,2023-09-17 18:44:00,Sunday
7SR9YL9889,failure,business,171879.1,-147559.37,600,,2023-09-17 23:32:00,yes,2023-09-17 23:32:00,Sunday
Z6FOLESXSQ,failure,business,387243.72,-297033.01,500,,2023-09-17 13:13:00,yes,2023-09-17 13:13:00,Sunday
4D0A5P9XUL,success,,371364.84,-200397.53,000,Transaction Approved,2023-09-17 05:14:00,yes,2023-09-17 05:14:00,Sunday
IRQG404AEF,success,,158149.0,158149.0,0,Transaction Approved,2023-09-17 04:20:00,no,2023-09-17 04:20:00,Sunday
YEBVNY5L0K,failure,technical,623963.4,623963.4,200,,2023-09-17 18:41:00,no,2023-09-17 18:41:00,Sunday
Z802LC0CFQ,success,,172223.34,172223.34,00,Transaction Approved,2023-09-17 12:20:00,no,2023-09-17 12:20:00,Sunday
NGKEL5OL1H,failure,business,351750.06,-164345.47,500,,2023-09-17 09:10:00,yes,2023-09-17 09:10:00,Sunday
6I7FCNP15U,success,,458523.63,458523.63,00,Transaction Approved,2023-09-17 07:09:00,no,2023-09-17 07:09:00,Sunday
UG8H9L6T2U,success,,664974.24,664974.24,00,Transaction Approved,2023-09-17 15:25:00,no,2023-09-17 15:25:00,Sunday
V0PC3Z6A22,success,,53994.58,-6502.23,00,Transaction Approved,2023-09-17 13:33:00,yes,2023-09-17 13:33:00,Sunday
ZY2DBQHNLF,success,,655127.15,655127.15,00,Transaction Approved,2023-09-17 23:16:00,no,2023-09-17 23:16:00,Sunday
XOIENXI0F7,success,,329777.37,329777.37,0,Transaction Approved,2023-09-17 02:06:00,no,2023-09-17 02:06:00,Sunday
BW634428IJ,failure,technical,578492.28,578492.28,300,,2023-09-17 22:44:00,no,2023-09-17 22:44:00,Sunday
DWBC1OMFG3,failure,technical,877491.31,-703684.41,300,,2023-09-17 07:21:00,yes,2023-09-17 07:21:00,Sunday
YNCESGTGIH,failure,technical,734138.86,-459329.53,200,,2023-09-17 07:34:00,yes,2023-09-17 07:34:00,Sunday
L89TO0TLCQ,success,,740827.19,740827.19,0,Transaction Approved,2023-09-17 22:33:00,no,2023-09-17 22:33:00,Sunday
TMDQ9ETWG9,success,,27667.52,-7308.61,0,Transaction Approved,2023-09-17 12:18:00,yes,2023-09-17 12:18:00,Sunday
1EHALOHK1M,success,,57232.08,-15092.56,0,Transaction Approved,2023-09-17 22:35:00,yes,2023-09-17 22:35:00,Sunday
S89841FY2H,failure,technical,554762.58,-440710.04,300,,2023-09-17 08:53:00,yes,2023-09-17 08:53:00,Sunday
3Q36JJTNSY,failure,technical,330509.36,-207397.47,200,,2023-09-17 17:53:00,yes,2023-09-17 17:53:00,Sunday
AK1AMJOW3A,failure,business,351714.68,351714.68,400,,2023-09-17 04:39:00,no,2023-09-17 04:39:00,Sunday
KKBJ2VWYV1,failure,business,871912.32,871912.32,500,,2023-09-17 12:52:00,no,2023-09-17 12:52:00,Sunday
GG55ATH3HA,failure,business,244654.41,-91708.6,400,,2023-09-17 16:04:00,yes,2023-09-17 16:04:00,Sunday
4HFCG6UES8,success,,665800.69,-104207.31,00,Transaction Approved,2023-09-17 03:58:00,yes,2023-09-17 03:58:00,Sunday
0SZI4IP8G2,failure,technical,669785.1,669785.1,200,,2023-09-17 06:03:00,no,2023-09-17 06:03:00,Sunday
QILFQ9MHUH,success,,443334.19,-144608.79,00,Transaction Approved,2023-09-17 22:56:00,yes,2023-09-17 22:56:00,Sunday
AZCBTDQATE,failure,technical,76694.01,-57713.38,200,,2023-09-17 22:25:00,yes,2023-09-17 22:25:00,Sunday
7SRKRMB1PD,failure,technical,595698.97,-432885.03,100,,2023-09-17 04:09:00,yes,2023-09-17 04:09:00,Sunday
EV55D95YNZ,success,,972448.01,972448.01,000,Transaction Approved,2023-09-17 11:47:00,no,2023-09-17 11:47:00,Sunday
CV2AEGTSMC,failure,technical,832204.07,832204.07,300,,2023-09-17 05:41:00,no,2023-09-17 05:41:00,Sunday
WXXQXKO0C7,failure,technical,431681.29,-343525.95,300,,2023-09-17 08:10:00,yes,2023-09-17 08:10:00,Sunday
GDL0XXJMGF,failure,technical,649151.4,649151.4,200,,2023-09-17 14:39:00,no,2023-09-17 14:39:00,Sunday
B7JFMRC3GR,success,,512040.24,512040.24,00,Transaction Approved,2023-09-17 20:05:00,no,2023-09-17 20:05:00,Sunday
1B005TPOCN,success,,849098.89,849098.89,000,Transaction Approved,2023-09-17 05:52:00,no,2023-09-17 05:52:00,Sunday
UYXTQT0GF2,failure,technical,563197.57,-231561.09,300,,2023-09-17 06:57:00,yes,2023-09-17 06:57:00,Sunday
KQEOQVCZRN,success,,295196.9,-67237.58,00,Transaction Approved,2023-09-17 14:14:00,yes,2023-09-17 14:14:00,Sunday
E7CCEOX64D,success,,303292.35,303292.35,000,Transaction Approved,2023-09-17 00:47:00,no,2023-09-17 00:47:00,Sunday
KLULRY6QTW,success,,845136.16,845136.16,0,Transaction Approved,2023-09-17 12:02:00,no,2023-09-17 12:02:00,Sunday
C82Y6CQ0EF,success,,456315.8,-225766.69,0,Transaction Approved,2023-09-17 09:59:00,yes,2023-09-17 09:59:00,Sunday
FI09SZXDOT,failure,business,687982.13,687982.13,500,,2023-09-17 23:23:00,no,2023-09-17 23:23:00,Sunday
YUZUUNZZ8U,success,,827841.44,-273099.94,00,Transaction Approved,2023-09-17 00:27:00,yes,2023-09-17 00:27:00,Sunday
OCZYK0NPOW,success,,148573.33,148573.33,00,Transaction Approved,2023-09-17 11:50:00,no,2023-09-17 11:50:00,Sunday
UV7CD1L98O,failure,business,792515.69,792515.69,500,,2023-09-17 20:48:00,no,2023-09-17 20:48:00,Sunday
0TAER6NW61,success,,789423.42,-338007.78,0,Transaction Approved,2023-09-17 22:44:00,yes,2023-09-17 22:44:00,Sunday
VCG948DBGL,failure,technical,52453.78,-16310.44,100,,2023-09-17 16:19:00,yes,2023-09-17 16:19:00,Sunday
A9EZLXIRF7,success,,943233.01,943233.01,000,Transaction Approved,2023-09-17 12:36:00,no,2023-09-17 12:36:00,Sunday
Y3SASTVH2D,failure,technical,142455.25,142455.25,300,,2023-09-17 06:50:00,no,2023-09-17 06:50:00,Sunday
BZ85PSVT1Y,failure,business,273476.22,-69965.14,400,,2023-09-17 15:11:00,yes,2023-09-17 15:11:00,Sunday
6DOIZ22W2E,failure,business,379217.14,-325427.8,500,,2023-09-17 05:13:00,yes,2023-09-17 05:13:00,Sunday
WHTA3JL6A3,failure,technical,880190.05,-714418.79,200,,2023-09-17 08:23:00,yes,2023-09-17 08:23:00,Sunday
KBRVM92D5D,failure,business,7333.27,-4101.43,500,,2023-09-17 23:04:00,yes,2023-09-17 23:04:00,Sunday
T9V0RCDBKD,success,,525276.69,525276.69,0,Transaction Approved,2023-09-18 20:40:00,no,2023-09-18 20:40:00,Monday
DQAHARTLLC,success,,633461.36,633461.36,000,Transaction Approved,2023-09-18 16:55:00,no,2023-09-18 16:55:00,Monday
RVB4L4PHRN,success,,477583.13,-330346.42,0,Transaction Approved,2023-09-18 07:05:00,yes,2023-09-18 07:05:00,Monday
3OB0KTKRO8,success,,179217.66,179217.66,00,Transaction Approved,2023-09-18 00:05:00,no,2023-09-18 00:05:00,Monday
J9IUY1YM0R,failure,business,130378.22,-69701.67,400,,2023-09-18 03:43:00,yes,2023-09-18 03:43:00,Monday
QYYHRYZT6P,success,,514489.5,514489.5,00,Transaction Approved,2023-09-18 12:39:00,no,2023-09-18 12:39:00,Monday
LN096N2C2H,success,,197250.48,-117997.72,000,Transaction Approved,2023-09-18 19:49:00,yes,2023-09-18 19:49:00,Monday
8ELDKC7YBT,failure,business,946166.93,946166.93,500,,2023-09-18 07:36:00,no,2023-09-18 07:36:00,Monday
3YE822WN1G,success,,818224.43,818224.43,000,Transaction Approved,2023-09-18 21:58:00,no,2023-09-18 21:58:00,Monday
7I8UNW1WMO,success,,915033.8,-714369.97,00,Transaction Approved,2023-09-18 00:16:00,yes,2023-09-18 00:16:00,Monday
ZH5QLQUMXB,success,,608109.86,608109.86,000,Transaction Approved,2023-09-18 09:23:00,no,2023-09-18 09:23:00,Monday
9D2FRL23RI,success,,707764.95,-87869.03,0,Transaction Approved,2023-09-18 18:31:00,yes,2023-09-18 18:31:00,Monday
VIG07OBWQP,failure,business,271636.47,-237100.9,500,,2023-09-18 22:45:00,yes,2023-09-18 22:45:00,Monday
TV1T4LKDSW,success,,832152.47,832152.47,0,Transaction Approved,2023-09-18 07:40:00,no,2023-09-18 07:40:00,Monday
7NCY9J2M1D,failure,technical,277548.04,-165786.98,100,,2023-09-18 08:00:00,yes,2023-09-18 08:00:00,Monday
S111XAM63D,success,,800884.88,800884.88,0,Transaction Approved,2023-09-18 00:20:00,no,2023-09-18 00:20:00,Monday
P9L4FCPTP2,failure,technical,674276.88,674276.88,300,,2023-09-18 11:08:00,no,2023-09-18 11:08:00,Monday
VRTFM89F7H,success,,654058.02,-378647.82,00,Transaction Approved,2023-09-18 23:22:00,yes,2023-09-18 23:22:00,Monday
E0W2M44W5H,failure,technical,238816.11,238816.11,100,,2023-09-18 13:27:00,no,2023-09-18 13:27:00,Monday
FNVV752DCN,success,,592929.82,-179099.94,00,Transaction Approved,2023-09-18 07:58:00,yes,2023-09-18 07:58:00,Monday
Z0XG4YFYE1,failure,technical,81965.26,-47196.94,100,,2023-09-18 13:34:00,yes,2023-09-18 13:34:00,Monday
7G4RBHNXX7,success,,461280.95,461280.95,00,Transaction Approved,2023-09-18 13:49:00,no,2023-09-18 13:49:00,Monday
FDHFP2006G,failure,technical,158358.88,158358.88,300,,2023-09-18 22:16:00,no,2023-09-18 22:16:00,Monday
Q8D8N7BHKZ,success,,274636.56,-142428.62,0,Transaction Approved,2023-09-18 20:26:00,yes,2023-09-18 20:26:00,Monday
OWBNK84XH4,failure,business,771874.21,-247939.84,400,,2023-09-18 16:29:00,yes,2023-09-18 16:29:00,Monday
WY3XEMW58I,failure,technical,634673.46,-130083.28,200,,2023-09-18 13:34:00,yes,2023-09-18 13:34:00,Monday
75M3ORFYPR,failure,technical,66807.25,-44786.24,100,,2023-09-18 12:37:00,yes,2023-09-18 12:37:00,Monday
P75HY4VJ4C,failure,business,256412.33,256412.33,600,,2023-09-18 08:42:00,no,2023-09-18 08:42:00,Monday
YWDZITL09E,failure,technical,764089.18,-489552.78,100,,2023-09-18 05:00:00,yes,2023-09-18 05:00:00,Monday
4OOF3FAYIJ,success,,974927.74,974927.74,0,Transaction Approved,2023-09-18 02:42:00,no,2023-09-18 02:42:00,Monday
N85WM5FEY1,failure,technical,391756.28,391756.28,100,,2023-09-18 08:33:00,no,2023-09-18 08:33:00,Monday
84K3XEREM4,failure,business,722607.01,722607.01,500,,2023-09-18 00:18:00,no,2023-09-18 00:18:00,Monday
IXOFTR4HY3,success,,104880.91,-84130.75,000,Transaction Approved,2023-09-18 02:20:00,yes,2023-09-18 02:20:00,Monday
MEBJAJPCU9,success,,697144.14,697144.14,00,Transaction Approved,2023-09-18 09:54:00,no,2023-09-18 09:54:00,Monday
2IY2TEANX4,failure,technical,624924.94,624924.94,200,,2023-09-18 08:47:00,no,2023-09-18 08:47:00,Monday
ASCEL3TE3A,failure,technical,741778.7,-428702.6,300,,2023-09-18 18:54:00,yes,2023-09-18 18:54:00,Monday
QTF9C8WKQW,failure,technical,708079.57,708079.57,200,,2023-09-18 01:42:00,no,2023-09-18 01:42:00,Monday
SJM0ZLZ2Q7,success,,509015.99,509015.99,0,Transaction Approved,2023-09-18 02:23:00,no,2023-09-18 02:23:00,Monday
Y3TS8Y5U8O,success,,395850.98,-77188.88,000,Transaction Approved,2023-09-18 19:54:00,yes,2023-09-18 19:54:00,Monday
T0W627MMRI,failure,business,398134.91,-210754.54,400,,2023-09-18 19:15:00,yes,2023-09-18 19:15:00,Monday
OHFXZ3RZUF,success,,354750.62,354750.62,000,Transaction Approved,2023-09-18 02:19:00,no,2023-09-18 02:19:00,Monday
SOFTHIEA8L,success,,645687.96,645687.96,00,Transaction Approved,2023-09-18 11:06:00,no,2023-09-18 11:06:00,Monday
QA9A5YS8L6,success,,638855.72,-337511.97,000,Transaction Approved,2023-09-18 23:47:00,yes,2023-09-18 23:47:00,Monday
SPYFXLIY70,success,,944931.48,944931.48,00,Transaction Approved,2023-09-18 17:57:00,no,2023-09-18 17:57:00,Monday
1CP4DBWZ8K,failure,business,937493.88,-405702.54,500,,2023-09-18 01:23:00,yes,2023-09-18 01:23:00,Monday
L771GGRCGT,failure,technical,641489.29,641489.29,200,,2023-09-18 18:40:00,no,2023-09-18 18:40:00,Monday
RKWUT72RVC,success,,723276.18,723276.18,000,Transaction Approved,2023-09-18 14:58:00,no,2023-09-18 14:58:00,Monday
66DNHTOW6W,failure,business,786600.96,786600.96,600,,2023-09-18 19:47:00,no,2023-09-18 19:47:00,Monday
Q6L644I5PL,failure,technical,265907.67,265907.67,100,,2023-09-18 03:42:00,no,2023-09-18 03:42:00,Monday
66EWJPNEEY,failure,technical,940617.0,-247909.95,300,,2023-09-18 13:26:00,yes,2023-09-18 13:26:00,Monday
8T6GTOCJIA,success,,452913.63,452913.63,0,Transaction Approved,2023-09-18 08:53:00,no,2023-09-18 08:53:00,Monday
7J1GW2LJFV,failure,business,32627.62,-20355.74,400,,2023-09-18 22:23:00,yes,2023-09-18 22:23:00,Monday
KN28W0SQG2,failure,technical,159515.38,159515.38,200,,2023-09-18 15:56:00,no,2023-09-18 15:56:00,Monday
MCI2Q3CRL6,failure,business,698502.66,-71048.79,400,,2023-09-18 19:00:00,yes,2023-09-18 19:00:00,Monday
2EIBW8PJO0,success,,786607.48,786607.48,00,Transaction Approved,2023-09-18 08:18:00,no,2023-09-18 08:18:00,Monday
9V2QU6E312,success,,753738.36,753738.36,0,Transaction Approved,2023-09-18 05:43:00,no,2023-09-18 05:43:00,Monday
J0CKKQ8OJG,success,,834283.14,-434108.34,00,Transaction Approved,2023-09-18 14:16:00,yes,2023-09-18 14:16:00,Monday
E2BWQO4R7R,failure,business,254063.28,254063.28,600,,2023-09-18 07:13:00,no,2023-09-18 07:13:00,Monday
MPAROALLRV,success,,479289.99,479289.99,000,Transaction Approved,2023-09-18 23:37:00,no,2023-09-18 23:37:00,Monday
9GBJO808AJ,success,,30262.21,30262.21,0,Transaction Approved,2023-09-18 22:16:00,no,2023-09-18 22:16:00,Monday
G0UG6W1PX8,failure,business,633546.64,633546.64,500,,2023-09-18 07:15:00,no,2023-09-18 07:15:00,Monday
OHYR4R8Z5A,success,,42840.41,42840.41,00,Transaction Approved,2023-09-18 05:04:00,no,2023-09-18 05:04:00,Monday
FN0P0JJ8SR,failure,business,456751.59,456751.59,600,,2023-09-18 03:50:00,no,2023-09-18 03:50:00,Monday
AWZT0P1I7V,success,,986834.65,986834.65,00,Transaction Approved,2023-09-18 16:21:00,no,2023-09-18 16:21:00,Monday
2AL33ZA0E6,success,,868400.06,-635213.15,000,Transaction Approved,2023-09-18 19:41:00,yes,2023-09-18 19:41:00,Monday
CAPHNTYMPX,failure,technical,844222.49,-622546.23,300,,2023-09-18 16:29:00,yes,2023-09-18 16:29:00,Monday
2NL31R972S,failure,business,197284.12,197284.12,400,,2023-09-18 09:10:00,no,2023-09-18 09:10:00,Monday
HY17KTTKKR,failure,technical,439821.17,439821.17,200,,2023-09-18 07:43:00,no,2023-09-18 07:43:00,Monday
7GE41Y8YP8,success,,688903.61,688903.61,0,Transaction Approved,2023-09-18 05:11:00,no,2023-09-18 05:11:00,Monday
U5Y7W37OQF,success,,786885.2,786885.2,00,Transaction Approved,2023-09-18 08:24:00,no,2023-09-18 08:24:00,Monday
Z5PQMYDD71,success,,969170.29,969170.29,000,Transaction Approved,2023-09-18 05:09:00,no,2023-09-18 05:09:00,Monday
9BP38K6H8I,failure,business,922389.7,-149695.96,400,,2023-09-18 09:32:00,yes,2023-09-18 09:32:00,Monday
VONXZXG17M,failure,technical,715988.48,-267982.47,300,,2023-09-18 17:32:00,yes,2023-09-18 17:32:00,Monday
ROCLIONX30,failure,business,395830.7,-175350.79,400,,2023-09-18 06:14:00,yes,2023-09-18 06:14:00,Monday
91KJ4L3HRJ,failure,technical,624663.94,624663.94,200,,2023-09-18 22:37:00,no,2023-09-18 22:37:00,Monday
LEXF0QI4ZX,success,,998446.02,998446.02,000,Transaction Approved,2023-09-18 19:17:00,no,2023-09-18 19:17:00,Monday
Z0OZT9578A,failure,business,945848.59,-798810.74,600,,2023-09-18 18:03:00,yes,2023-09-18 18:03:00,Monday
CN5N28A380,success,,405937.33,405937.33,00,Transaction Approved,2023-09-18 07:40:00,no,2023-09-18 07:40:00,Monday
V7ZKL0UYPD,failure,technical,469609.38,469609.38,100,,2023-09-18 01:41:00,no,2023-09-18 01:41:00,Monday
LGEI2DIF8J,failure,business,219367.76,-165254.77,500,,2023-09-18 13:28:00,yes,2023-09-18 13:28:00,Monday
HLL2DSTYJ7,success,,79913.5,-30867.17,0,Transaction Approved,2023-09-18 09:39:00,yes,2023-09-18 09:39:00,Monday
6EBQDPNSN1,success,,551450.54,551450.54,000,Transaction Approved,2023-09-18 18:43:00,no,2023-09-18 18:43:00,Monday
CJH60XQ7AD,success,,460483.93,460483.93,00,Transaction Approved,2023-09-18 07:26:00,no,2023-09-18 07:26:00,Monday
HJOPL95U36,failure,technical,446661.68,446661.68,300,,2023-09-18 05:18:00,no,2023-09-18 05:18:00,Monday
SO3798FDE3,failure,business,535710.97,535710.97,600,,2023-09-18 18:57:00,no,2023-09-18 18:57:00,Monday
HJ74KLL3OW,success,,416663.71,416663.71,0,Transaction Approved,2023-09-18 15:32:00,no,2023-09-18 15:32:00,Monday
FEA3WAT65P,success,,765506.42,-599345.78,00,Transaction Approved,2023-09-18 19:40:00,yes,2023-09-18 19:40:00,Monday
FPYJRDL0XL,failure,business,276883.32,276883.32,500,,2023-09-18 12:55:00,no,2023-09-18 12:55:00,Monday
WBUMA92577,failure,technical,985160.26,-656236.42,100,,2023-09-18 22:36:00,yes,2023-09-18 22:36:00,Monday
NXO0APNPS6,failure,business,898886.46,-720642.35,600,,2023-09-18 12:58:00,yes,2023-09-18 12:58:00,Monday
FYN7ZO1VKC,success,,4149.29,-2452.54,0,Transaction Approved,2023-09-18 12:40:00,yes,2023-09-18 12:40:00,Monday
78X2NPLMIN,success,,549549.27,-349590.71,000,Transaction Approved,2023-09-18 00:48:00,yes,2023-09-18 00:48:00,Monday
6S7WPFJVU0,success,,998220.81,998220.81,00,Transaction Approved,2023-09-18 13:37:00,no,2023-09-18 13:37:00,Monday
J7NZHDAD0P,failure,business,544025.05,-405712.03,500,,2023-09-18 14:48:00,yes,2023-09-18 14:48:00,Monday
